source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
remobilization,lateral connection to other MTDs,impacts,True,0,A_direct,5,31,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""for steeply steeping strata flanking diapir B (Figures 13B, 14B, 16A). In this CDE plot, we discriminate be- tween strata with distinct degrees of disaggregation alternating and intact blocks with remnant sub- horizontal strata. Based on the plot in Figure 17 and on data from the two other case stud""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""common to translation zones of Alves et al. 815 MTDs, where debrites are common, as they record the bulk of downslope movement of such strata (Varnes, 1978; Frey-Martinez et al., 2006). Dis- tinct degrees of strata remobilization can occur in this region, a factor creating variations in the absolute""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""lead to the complete stop of the MTD (Alves, 2013). Therefore, in toe regions of MTDs, failed sediment will potentially show low C, D, and E when reflecting a high degree of disaggre- gation and very moderate amplitude contrasts in strata. One significant control on C and E is the nature of the sour""}]"
flow behavior: elastic,surface area,impacts,True,1,A_direct,27,36,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""by a variety of turbidite systems, with only minor basin-floor MTDs. Then we provide three examples that exhibit mixed MTD and turbidite systems, such as the Mediterranean continental margin off the Ebro River in Spain, which has some segments dominated by MTDs and others dominated by turbidite syst""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""et al., 2005). In our later discussion on the Gulf of Mexico margin, we observe that MTD sheets have run-out lengths from 300 to 450 km across the Mississippi Fan surface (Table 1). Geotechnical engineers have recently hypothesized that con- tinental slopes of seismically active margins may develop ""}]"
initial aspect ratio and top of mass slope angle,seafloor effective friction angle,impacts,True,1,A_direct,34,9,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""and with homogeneous reduction in cohesion with time has been chosen to deﬁne the ﬁrst-order deformation pattern of the gravitationally destabilizing slope. As expected, this process is affected by both the slope material properties and the topography. For the topography of the La Clapière slope, th""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""On the use of Saint Venant equations to simulate the spreading of a granular mass A. Mangeney-Castelnau,1,2 F. Bouchut,3 J. P. Vilotte,1 E. Lajeunesse,2,4 A. Aubertin,1,2 and M. Pirulli1,2,5 Received 4 May 2004; revised 9 March 2005; accepted 11 April 2005; published 16 September 2005. [1] Cliff col""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""extent of the deposit, the final height, and the arrest time of the front can be directly estimated from the ‘‘generic solution’’ of the model for terrestrial and extraterrestrial avalanches. The effective friction, a parameter classically used to describe the mobility of gravitational flows, is sho""}]"
grains heterogeneity in flowing mass,seafloor effective friction angle,impacts,True,1,A_or_B_same_chunk,17,9,"[{""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""(u, v) denotes the depth-averaged horizontal flow velocity in the horizontal-vertical Cartesian reference frame (x, y, z), h is the free upper surface, r is the mass density, and g is acceleration due to gravity. These equations model the hydrostatic imbalance in presence of an averaged friction for""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""k depends phenomenologically on both a basal friction angle and an internal friction angle that are to be determined indepen- dently experimentally. The effective parameter may depend on the sign of the divergence of the averaged tangential velocity field. The effect of k would be to change the late""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""as previous studies that directly compare granular flow laboratory experiments along rough inclined planes with LWA numerical simulations [Pouliquen and Forterre, 2002]. [17] The friction force has a direction opposite to the averaged tangential velocity field and when flowing, the amplitude of the ""}]"
sedimentation rate and type,lithology of underlying material in source zone,impacts,True,0,A_or_B_same_chunk,28,21,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""Marine and Petroleum Geology 26 (2009) 1132–1151 a continuum, whereby one type may evolve into or trigger another (Martinsen, 1994). Many of the submarine slope failure events imaged by the data available for this study are highly complex, and are likely to have involved a number of processes, possi""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""due to a realignment of the maximum compressive stress, causing different rates of displacement across the width of the MTC toe (Frey Martinez et al., 2006). Prior et al. (1984) sug- gested that the development of pressure ridges may progress through a combination of ‘stopping’ forces and resistance""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_chunk"", ""snip"": ""10 12 14 Elapsed Time (min) % Volume Released Exp. 4 Source 90% Lobe 10% Turbidity Current (1%) 40% Lobe Source 59% Fig. 7. Volumetric release rate is proportional to ﬂow factor. Experiment 1 (high Ff) occurred as a rapid pulse in which 70% of the initial source volume released within 5 s including ""}]"
sedimentation rate and type,lithology in transported mass,impacts,True,0,A_or_B_same_chunk,28,16,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""Marine and Petroleum Geology 26 (2009) 1132–1151 a continuum, whereby one type may evolve into or trigger another (Martinsen, 1994). Many of the submarine slope failure events imaged by the data available for this study are highly complex, and are likely to have involved a number of processes, possi""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""Abyssal Plain) to one main event during the past 60 kyr (Herodotus Basin). For the Agadir Canyon system (Ercilla et al., 2003), one large turbidity current feeds the Agadir Basin every 30 kyr (Weaver et al., 2000). When compared with submarine slides on the formerly glaciated mid- Norwegian margin w""}, {""doc"": ""1-s2.0-S0264817216304585-main"", ""tier"": ""same_chunk"", ""snip"": ""China Sea and continental margins recording important mass wasting. Strata charged with free gas form weak layers, hinting at a novel trigger of retrogressive slope failures on continental slopes worldwide. © 2017 Elsevier Ltd. All rights reserved. 1. Introduction Mass-transport deposits (MTDs) can ""}]"
lithology of underlying material in source zone,lithology in transported mass,impacts,True,1,A_or_B_same_chunk,21,16,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""Marine and Petroleum Geology 26 (2009) 1132–1151 a continuum, whereby one type may evolve into or trigger another (Martinsen, 1994). Many of the submarine slope failure events imaged by the data available for this study are highly complex, and are likely to have involved a number of processes, possi""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_chunk"", ""snip"": ""and 8c) (Moscardelli et al., 2006). MTCs tend to be amalgamated, and surfaces between successive, stacked MTCs can be di⁄cult to recognize in seismic (Fig. 8) (Posamentier, 2004). Internally, MTCs can contain thrusted blocks (Weimer & Shipp, 2004) or syndepositional thrusts (Fig.9b) (Frey- Martinez ""}, {""doc"": ""1-s2.0-S0264817216304585-main"", ""tier"": ""same_chunk"", ""snip"": ""competent seal intervals to promote lateral migration of gas into undeformed slope strata. There are no wells drilled through the MTDs investigated in this paper and, thus, the petro- physical properties of MTDs cannot be directly assessed. Yet, the MTDs in the study area are likely ﬁne-grained as d""}]"
lithology of underlying material in source zone,lithology of underlying material downslope,related_to,False,0,A_direct,21,11,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_sentence"", ""snip"": ""Combined with local slope direction from stratigraphic interpretation of the underlying sedimentary units, the trend indicates that the material within the pair of shears was being transported to the NNW.""}, {""doc"": ""Ian R. Clark, Joseph A. Cartwright"", ""tier"": ""same_sentence"", ""snip"": ""Diversion of submarine channels in this study is associated with increased deposition of levee material into the synclines as the channel is diverted around the zones of positive seaﬂoor topography above underlying thrust faulting (Fig.""}]"
lithology in transported mass,lithology distribution in MTD,impacts,True,0,A_direct,16,32,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""length are observed in the seismic profiles of the abyssal seafloor downstream from the canyon mouths; however, surface or subsurface channel– levee complexes are not observed in Figure 3 and are rarely observed in numerous other profiles (Carlson and Karl, 1988; Carlson et al., 1991). Previous inve""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Damuth et al., 2006). A core from an MTD bed on a steep mini-basin wall has a radiocarbon age of ~ 6,360 yr BP and indicates that some MTD events occurred during the Holocene; however, the dominant episode of MTD near-surface deposition occurs just prior to the Holocene during rapid sea-level rise (""}]"
erosion of underlying material,lithology distribution in MTD,impacts,True,0,A_or_B_same_chunk,20,32,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""evo- lution. However, there is still a paucity of detailed, three-dimensional analyses that link the timing, location and character of MTCs with the growth of individual structures within developing deep-water fold-and-thrust belts. Furthermore, the evolution and chronostrati- graphic signiﬁcance of""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""it onlaps and erodes an underlying external levee. It is truncated by S2 (Fig. 6a). Structural deformation hinders the identiﬁ- cation of its eastern depositional limit, seismic facies or transport direction. MTC S2 overlies an erosion surface that incises S1 and is erosionally overlain by S3 (Fig. ""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""which is a requirement of all sliding. The basal shear surface is often present continuously in seismic proﬁles, but they may be aﬀected by faults, submarine morphology, late period erosion or material variations, sometimes show as a ladder form or even form erosion grooves and thrust structures (Fi""}]"
topography confinement downwards,presence of 'tongues' at toe,impacts,True,1,A_direct,21,19,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Toe regions show the largest variability in terms of absolute values of D because of the existence of inherited topography that will potentially con- trol the degree of internal deformation of either frontally emergent or frontally confined MTDs Figure 17.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Toe regions show the largest variability in terms of absolute values of D because of the existence of inherited topography that will potentially con- trol the degree of internal deformation of either frontally emergent or frontally confined MTDs Figure 17.""}]"
terminal dispersion,presence of 'tongues' at toe,related_to,False,0,A_direct,4,19,"[{""doc"": ""Giacomo Dalla Valle"", ""tier"": ""same_chunk"", ""snip"": ""high headwall scar and its accumulation zone is mainly made up by coher- ent blocks, ridge-and-trough morphology (Fig. 8B). Ridge and trough morphology is commonly ascribed to gravitational spreading, indicat- ing localized compressional stresses acting during the ﬂow, possibly reﬂecting increased b""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_sentence"", ""snip"": ""In the NW termination of the tongue of sediments, a series of pressure ridges can be observed on the RMS amplitude extraction map, which are typical in terminal lobes of debris £ows (Fig.""}]"
grains heterogeneity in flowing mass,presence of 'tongues' at toe,impacts,True,2,A_or_B_same_chunk,17,19,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""tion to the headwall (proximal erosive), transla- tional (intermediate), and toe (distal) parts of MTDs. This is an important character, as strata within specific zones of MTDs can show similar deformation styles, basal erosional features, and boundary features regardless of their size or litho- log""}]"
grains heterogeneity in flowing mass,lithology distribution in MTD,impacts,True,0,A_direct,17,32,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""cm—see Fig. 14; Nelson et al., 1992). Twichell et al. (1996) and Twichell et al. (2009) showed that the eastern MTD sheet blocked the youngest channel of the inner and middle FIG. 14.—Lithologies, ages, x-ray radiographs, and grain sizes of thin interbedded MTD chaotic silt and graded turbidite sand""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""individual MTD beds have a variety of lithologies that vary from clay-clast debris flows to chaotic silt beds in mini-basins (Fig. 14; Nelson et al., 1992). In the distal depositional lobes of Mississippi Fan, however, the chaotic silts are dominant, consist of soft clay clasts in a silt matrix, and""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""(above and facing page).—A) Map of Amazon Deep-Sea Fan showing surficial distributary channels of the Upper Levee Complex and the two large MTD sheets (Western MTD and Eastern MTD) on the fan surface (map is redrawn from Damuth et al., 1988; Amazon Channel from Flood et al., 1991). Heavy dashed line""}]"
existing geomorphology,posterior fluid migrations,impacts,True,1,B_distributed,25,3,[]
existing geomorphology,pore pressure increase by fluid migration,impacts,True,2,A_direct,25,26,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""(Laberg et al., 2003), and they provide potential slip planes (Forsberg and Locat, 2005; Kvalstad et al., 2005a). Sandy contourites are even less cohesive and are susceptible to liquefy under dynamic loading (earthquakes). To date, no liquefaction potential on a large-scale has been observed in the ""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_chunk"", ""snip"": ""the DSDP). Marine Geology 91, 267–279. Elverhoi, A., De Blasio, F.V., Butt, F.A., Issler, D., Harbitz, C., Engvik, L., Solheim, A., Marr, J., 2002. Submarine mass-wasting on glacially-inﬂuenced continental slopes: processes and dynamics. In: Dowdeswell, J.A., Cofaigh, C.O. (Eds.), Glacier-inﬂuenced ""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_chunk"", ""snip"": ""A: Mathematical, Physical and Engineering Sciences 364 (1845), 2009–2039. McAdoo, B.G., Pratson, L.F., Orange, D.L., 2000. Submarine landslide geomorphology, US continental slope. Marine Geology 169, 103–136. Minisini, D., Trincardi, F., Asioli, A., Canu, M., Foglini, F., 2007. Morphologic variabili""}]"
existing geomorphology,pore pressure increase by compression,impacts,True,1,A_direct,25,20,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""(Laberg et al., 2003), and they provide potential slip planes (Forsberg and Locat, 2005; Kvalstad et al., 2005a). Sandy contourites are even less cohesive and are susceptible to liquefy under dynamic loading (earthquakes). To date, no liquefaction potential on a large-scale has been observed in the ""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_chunk"", ""snip"": ""the DSDP). Marine Geology 91, 267–279. Elverhoi, A., De Blasio, F.V., Butt, F.A., Issler, D., Harbitz, C., Engvik, L., Solheim, A., Marr, J., 2002. Submarine mass-wasting on glacially-inﬂuenced continental slopes: processes and dynamics. In: Dowdeswell, J.A., Cofaigh, C.O. (Eds.), Glacier-inﬂuenced ""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_chunk"", ""snip"": ""A: Mathematical, Physical and Engineering Sciences 364 (1845), 2009–2039. McAdoo, B.G., Pratson, L.F., Orange, D.L., 2000. Submarine landslide geomorphology, US continental slope. Marine Geology 169, 103–136. Minisini, D., Trincardi, F., Asioli, A., Canu, M., Foglini, F., 2007. Morphologic variabili""}]"
pore pressure increase by compression,fluid overpressure,related_to,False,0,A_direct,20,29,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""(Laberg et al., 2003), and they provide potential slip planes (Forsberg and Locat, 2005; Kvalstad et al., 2005a). Sandy contourites are even less cohesive and are susceptible to liquefy under dynamic loading (earthquakes). To date, no liquefaction potential on a large-scale has been observed in the ""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""magnitude) which follow the lineation of the neighboring Romanche Fracture Zone. We then hypothesize that such magnitude of seismicity could have acted as a potential trigger for insta- bility, especially if additional weakening factors such as karstiﬁcation had preconditioned the slope for failure.""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""the upslope continuous scarp A, as low angle faults detaching along H3 (Figs. 8B and 9B). And yet, excess of pore water ﬂuid pressure still seems to occur along horizon H3, as depicted by the inversed polarity of its associated reﬂection signal (Fig. 8A). All these features sup- port the interpretat""}]"
pore pressure increase by fluid migration,fluid overpressure,related_to,False,1,A_direct,26,29,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Tiago’s research interests include quantitative seismic interpretation to assess reservoir compartmentalization, seal competence, and fluid migration in sedimentary basins.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""These variations commonly result in the migration and escape of fluids to the surface (Paull et al., 1996, 2003; Bünz et al., 2005; Flemings et al., 2005; Masson et al., 2006), partic- ularly in regions with low net-to-gross ratios or showing signifi- cant internal deformation in the form of folds, ""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""This latter ratio is related to petrophysical properties of subsurface strata through the follow- ing equation: Vp=Vs � �2 ¼ Kp=N þ Kb=N þ 4=3 ð1Þ in which Kb and N are the frame moduli, and Kp describes the pore space effects of fluid saturation, Sw, and porosity, f (Murphy et al., 1991).""}]"
permeability increase,pore pressure increase by fluid migration,related_to,False,2,A_direct,15,26,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_sentence"", ""snip"": ""Rapid overloading of ﬁne-grained sediments could generate excess pore pressure depending on permeability and water content in the sediment.""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_sentence"", ""snip"": ""(2003) proposed a model in which a lateral transfer of excess pore pressure from high permeability layers (oozes of the Brygge Formation; south of the Storegga Slide) to low permeability sediments (clays of the Naust Formation; north of the Storegga Slide) takes place.""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_sentence"", ""snip"": ""Over time, this will however lead to the build-up of excess pore pressure beneath those permeability traps within the slope sediments and hence a situa- tion prone for failure to occur.""}]"
existing geomorphology,initial aspect ratio and top of mass slope angle,impacts,True,0,A_or_B_same_chunk,25,34,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""a group of perennial springs (Fig. 1). The whole La Clapière slope can be divided into Geomorphology 109 (2009) 86–93 ⁎ Corresponding author. Tel.: +33 492 942 620; fax: +33 492 942 610. E-mail address: bois@geoazur.unice.fr (T. Bois). 0169-555X/$ – see front matter © 2009 Elsevier B.V. All rights r""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""Gunzburger, Y., 2006. Models available to understand failure and pre-failure behaviour of large rock slope movement: the case of La Clapière, Southern Alps, France. In: Evans, Stephen G., Mugnozza, Gabriele Scarascia, Strom, Alexander, Hermanns, Reginald L. (Eds.), Landslides from Massive Rock Slope""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""extraction for 3D seismic visualization and interpretation: Geophysics, v. 68, p. 1294–1302. Gee, M. J. R., R. L. Gawthorpe, and S. J. Friedman, 2006, Triggering and evolution of a giant submarine landslide, offshore Angola, revealed by 3D seismic stratigraphy and geomorphology: Journal of Sedimenta""}]"
existing geomorphology,topography confinement downwards,related_to,False,0,A_direct,25,21,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_sentence"", ""snip"": ""/ Geomorphology 109 (2009) 86–93 vertical boundaries themselves are set at the valley and the crest axes, which are thus considered as the axes of symmetry: the underlying assumption is, strictly saying, that the topography is periodic and that the model corresponds to its half-wavelength.""}, {""doc"": ""Bourget,j"", ""tier"": ""same_sentence"", ""snip"": ""See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License analysed in order to address: (i) the overall morphology of the present-day turbidite system and its archi""}]"
grains heterogeneity in flowing mass,flow behavior: elastic,impacts,True,0,A_direct,17,27,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""individual MTD beds have a variety of lithologies that vary from clay-clast debris flows to chaotic silt beds in mini-basins (Fig. 14; Nelson et al., 1992). In the distal depositional lobes of Mississippi Fan, however, the chaotic silts are dominant, consist of soft clay clasts in a silt matrix, and""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""INTERPLAY OF MASS-TRANSPORT AND TURBIDITE-SYSTEM DEPOSITS channel walls, because such clay clasts of deep-sea hemipelagic clay are fine-grained clays (> 8 phi), have low organic carbon contents (~ 0.5%), and contain authigenic pyrite. In contrast, clay clasts within chaotic silt have coarser grain s""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""to changes in the compressibility of shales, an observation that led Flodin et al. (2003) to suggest that correlations between geophysical and petrophysical data must consider the ratio Vp 2/Vs 2 as the main parameter inducing variations in the acoustic impedance of strata. This latter ratio is rela""}]"
grains heterogeneity in flowing mass,triggering turbidity current,impacts,True,0,A_direct,17,19,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""INTERPLAY OF MASS-TRANSPORT AND TURBIDITE-SYSTEM DEPOSITS channel walls, because such clay clasts of deep-sea hemipelagic clay are fine-grained clays (> 8 phi), have low organic carbon contents (~ 0.5%), and contain authigenic pyrite. In contrast, clay clasts within chaotic silt have coarser grain s""}, {""doc"": ""Elverhoi, A., Breien"", ""tier"": ""same_chunk"", ""snip"": ""flow regime in the lower, dense part of the flow and the upper turbulent turbidity current. Eddies are visible inside the turbidity current Ocean Dynamics (2010) 60:1027–1046 1033 5.3 Low clay content (5%) The low coherency of the 5% clay flows results in break-up, turbulence (Fig. 9) and extensive ""}, {""doc"": ""Submarine_Mass_Movements_on_Continental"", ""tier"": ""same_chunk"", ""snip"": ""has con- siderable internal deformation with innumerable invisible or short-lived internal slip surfaces. Slides are movements of essentially rigid, internally un- deformed masses along discrete slip planes. In the literature, all forms of mass movement are occa- sionally referred to as slumps. Corr""}]"
triggering cascading MTDs,modifying basin geomorphology,impacts,True,0,A_or_B_same_chunk,8,17,"[{""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""gravity and then deformation or even failure occurs while the shear force exceeds a certain value (Fig. 2). In the head domain area headwall scarps appear as continuous scarps that may comprise one or more salients and are typiﬁed by an arcuate geometry, which can reﬂect extension of Fig. 2 Headwall""}]"
sedimentation rate and type,compaction during burial,impacts,True,0,A_or_B_same_chunk,28,11,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""repetitive cycles) can also reduce the soil’s shear resistance in non-cohesive sediments, and an earthquake-induced excess pore pressure generation can result in the liquefaction of sediments (Leynaud et al., 2004; Sultan et al., 2004a). 3.1.2. Preconditions to failure 3.1.2.1. High sedimentation ra""}]"
compaction during burial,posterior fluid migrations,related_to,False,0,B_weak_cross_doc,11,3,[]
post deposition regional deformation,subsidence/uplift,related_to,False,0,A_direct,25,20,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""relationships and internal characteristics of the deposits are, therefore, well-preserved. The high resolution of the data and its tectonostratigraphic setting, therefore, enable: (i) the examination of variations in the distribution, source and size of the MTCs in response to growth of the deep-wat""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""plunge pool formation. If signiﬁcant trapping of coarse-grained sediments occur within the plunge pools, they could potentially form substantial reservoirs in hydro- carbon-bearing subsurface successions. However, this possibility would depend on their longer term evolution and preservation (includi""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""oceano- graphic circulation patterns (e.g. Laberg and Vorren, 2003a; Canals et al., 2004a; Haﬂidason et al., 2004; Solheim et al., 2005a). A variety of mechanisms can initiate submarine mass movement (Sultan et al., 2004a). For example, the rapid deformation of sedi- ments affecting the stress–strai""}]"
source domain in basin,near structural elements laterally,impacts,True,0,C_absent,22,0,[]
post deposition regional deformation,US ramps or ridges,impacts,True,0,A_or_B_same_chunk,25,30,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""boundary, correlated with a continuous, undeformed lower reﬂection which also forms the basal shear surface (Fig. 11A, B). Internally, continuous seismic reﬂections have been deformed into a series of convex upward, disharmonic folds which also appear to be affected by brittle discontinuities. The s""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""processes involved in the progression of the MTC and the resultant deformation within. Kinematic indicators previously discussed in Section 3.2 all have the potential to affect the top MTC surface in some manner, but in the following section we consider those indicators that are best observed from t""}]"
sea level evolution,vertical distribution of MTDs,impacts,True,1,A_direct,33,35,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""39 INTERPLAY OF MASS-TRANSPORT AND TURBIDITE-SYSTEM DEPOSITS Mass-Transport Deposits in Deepwater Settings SEPM Special Publication No. 96, Copyright © 2011 SEPM (Society for Sedimentary Geology), ISBN 978-1-56576-287-9, p. 39–66. INTERPLAY OF MASS-TRANSPORT AND TURBIDITE-SYSTEM DEPOSITS IN DIFFEREN""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Our case studies provide the following new insights: (1) MTDs can dominate entire margins, dominate segments of a margin, be equally mixed with turbidites, or dominate a margin during some geologic times and not others; (2) on active tectonic margins with great earthquakes, the maximum run-out dista""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""First, we describe the continental margin of the southern Bering Sea off western Alaska, which provides an example of a margin dominated by MTDs.""}]"
source domain in basin,pore pressure increase by compression,impacts,True,1,A_or_B_same_chunk,22,20,"[{""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""ﬂanks of the Amazon fan, where the Amap�a and Par�a-Maranh~ao megaslides occur, the upper d�ecollement level accommodates proximal normal faults (extensional domain) but without any basinward thrusting system, thus not constituting a typical gravity tectonic nappe composed of upslope extension linke""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""magnitude) which follow the lineation of the neighboring Romanche Fracture Zone. We then hypothesize that such magnitude of seismicity could have acted as a potential trigger for insta- bility, especially if additional weakening factors such as karstiﬁcation had preconditioned the slope for failure.""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""events of sedi- ment layers, instead of to a cumulative downslope stress capable of being accommodated by distal compression across thicker sedimentary series; (ii) in a similar way to the AM2-AM, the PMMC megaslides are all sourced from the same upslope deformed block, which has equally detached an""}]"
